Year,Primary Type,Description,Location
2015,BATTERY,SIMPLE,"(41.773313782, -87.683481398)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.773332991, -87.683481204)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.880586939, -87.706110174)"
2015,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"(41.919520368, -87.760921537)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.697627845, -87.614723084)"
2015,BATTERY,SIMPLE,"(41.94169876, -87.656894124)"
2015,ASSAULT,SIMPLE,"(41.745757239, -87.66089335)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.897892732, -87.68936043)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.941453098, -87.755616308)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,"(41.828762287, -87.614436164)"
2015,BURGLARY,FORCIBLE ENTRY,
2015,ROBBERY,ARMED: HANDGUN,"(41.718958052, -87.643144011)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.853416227, -87.730740934)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.896139072, -87.716334284)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.851311967, -87.705240064)"
2015,BURGLARY,ATTEMPT FORCIBLE ENTRY,"(41.817499359, -87.626301367)"
2015,THEFT,$500 AND UNDER,"(41.832496126, -87.61032506)"
2015,THEFT,FROM BUILDING,"(41.881722193, -87.624356274)"
2015,THEFT,OVER $500,"(41.888887915, -87.761771686)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(41.743815671, -87.614439149)"
2015,THEFT,OVER $500,"(41.746505465, -87.646348607)"
2015,THEFT,$500 AND UNDER,"(41.936847895, -87.724729803)"
2015,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,"(41.897178211, -87.62978677)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.949828835, -87.660454855)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.800207496, -87.697645132)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.9769238, -87.680665237)"
2015,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,"(41.81755424, -87.626300764)"
2015,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,
2015,THEFT,$500 AND UNDER,"(41.906198962, -87.670927395)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.985534487, -87.660126814)"
2015,ASSAULT,AGGRAVATED: HANDGUN,"(41.876860431, -87.725537965)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.932045196, -87.704305307)"
2015,THEFT,OVER $500,"(41.788798635, -87.714577827)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.891322875, -87.753721369)"
2015,THEFT,POCKET-PICKING,"(41.903927445, -87.629529005)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.889203826, -87.631640804)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.782359735, -87.673981805)"
2015,NARCOTICS,POSS: SYNTHETIC DRUGS,"(41.791609911, -87.653593645)"
2015,NARCOTICS,POSS: CRACK,"(41.786147805, -87.665593862)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.793386662, -87.634131727)"
2015,ASSAULT,SIMPLE,"(42.003701839, -87.699803042)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.707212402, -87.565707312)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.88325634, -87.734764539)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.906788806, -87.671850724)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.772824759, -87.623118913)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.774662877, -87.689623112)"
2015,THEFT,OVER $500,"(41.752710067, -87.576009627)"
2015,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,"(41.969046206, -87.658064717)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.908176407, -87.634618163)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.966059402, -87.737155987)"
2015,THEFT,$500 AND UNDER,"(42.014014406, -87.681651355)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(42.007070079, -87.661393635)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.933276531, -87.646685387)"
2015,THEFT,RETAIL THEFT,"(41.770969165, -87.586268228)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.966637431, -87.707575998)"
2015,ASSAULT,SIMPLE,"(41.853829615, -87.715063627)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.96137851, -87.65474101)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.862000489, -87.715289617)"
2015,THEFT,$500 AND UNDER,"(41.770944914, -87.715211334)"
2015,THEFT,RETAIL THEFT,"(41.852683454, -87.634804012)"
2015,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.970901261, -87.710987257)"
2015,THEFT,$500 AND UNDER,"(41.900546929, -87.633632427)"
2015,NARCOTICS,POSS: HALLUCINOGENS,"(41.689490753, -87.662830636)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.817101454, -87.631225183)"
2015,THEFT,$500 AND UNDER,"(41.947765688, -87.82794673)"
2015,THEFT,$500 AND UNDER,"(41.816360582, -87.615257207)"
2015,THEFT,$500 AND UNDER,"(41.908253199, -87.728917655)"
2015,THEFT,FROM BUILDING,"(41.940028694, -87.645083933)"
2015,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"(41.947935035, -87.660404927)"
2015,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,"(41.880158115, -87.697000224)"
2015,THEFT,$500 AND UNDER,"(41.853147494, -87.671930218)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.774772436, -87.694501566)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,"(41.9602571, -87.704553682)"
2015,CRIMINAL DAMAGE,TO PROPERTY,
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.749519782, -87.55891865)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.882926652, -87.773315319)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.750585257, -87.578401993)"
2015,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.854515128, -87.712417842)"
2015,THEFT,OVER $500,"(41.89332885, -87.668140481)"
2015,OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,"(41.970948368, -87.708545066)"
2015,THEFT,$500 AND UNDER,"(41.917075535, -87.643629458)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.924035234, -87.761594059)"
2015,CRIMINAL TRESPASS,TO RESIDENCE,"(41.902283133, -87.752586366)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.883672448, -87.752740241)"
2015,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,"(41.767424222, -87.591030715)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.768426608, -87.674879635)"
2015,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"(41.857347456, -87.64185623)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.942343166, -87.798282783)"
2015,THEFT,FROM BUILDING,"(41.924158759, -87.699399996)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.795574519, -87.625724596)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.853147494, -87.671930218)"
2015,THEFT,$500 AND UNDER,"(41.776725203, -87.784534877)"
2015,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"(41.965156915, -87.74520595)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.897649233, -87.754439191)"
2015,THEFT,$500 AND UNDER,"(41.962045444, -87.718066709)"
2015,THEFT,OVER $500,"(41.993848156, -87.71299668)"
2015,BATTERY,SIMPLE,"(41.950736661, -87.707930056)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.745926278, -87.662111843)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(41.879607862, -87.709751422)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.751415839, -87.565012305)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.7862106, -87.657093738)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.85278388, -87.697440469)"
2015,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,"(41.870861614, -87.714257001)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.728226219, -87.637329873)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.728264637, -87.637329458)"
2015,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.917292242, -87.715935835)"
2015,ASSAULT,SIMPLE,"(41.894896274, -87.75981186)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.852729953, -87.701592369)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.692363894, -87.64150249)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,"(41.883106296, -87.771888909)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.809084115, -87.706426688)"
2015,PUBLIC PEACE VIOLATION,ARSON THREAT,"(41.856915216, -87.664795811)"
2015,ASSAULT,SIMPLE,"(41.885737265, -87.745949604)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.996821527, -87.682522087)"
2015,ROBBERY,ARMED: HANDGUN,"(41.757240245, -87.642986877)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.823862673, -87.699539147)"
2015,THEFT,RETAIL THEFT,"(41.742710224, -87.634088181)"
2015,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"(41.801250732, -87.672431169)"
2015,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"(41.966704934, -87.745261576)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.921326784, -87.747460543)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.925009682, -87.720671576)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.766009309, -87.715980831)"
2015,THEFT,OVER $500,"(41.885690031, -87.693948644)"
2015,THEFT,$500 AND UNDER,"(41.88660302, -87.661592479)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.765681311, -87.676623188)"
2015,BATTERY,SIMPLE,"(41.801868739, -87.703797654)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.735883276, -87.617740821)"
2015,THEFT,$500 AND UNDER,"(41.892086141, -87.645848605)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.913756626, -87.702614838)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.728058783, -87.637324354)"
2015,THEFT,$500 AND UNDER,"(41.858041863, -87.702912983)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.987362912, -87.702293402)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.870739249, -87.723701431)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.760623501, -87.666133442)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.893839854, -87.765356348)"
2015,BATTERY,SIMPLE,"(41.933694159, -87.783349346)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.777197734, -87.69983384)"
2015,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),"(41.866184058, -87.724269705)"
2015,NARCOTICS,POSS: COCAINE,"(41.809537025, -87.667430805)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.880697968, -87.773242976)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.862294538, -87.695786038)"
2015,THEFT,FROM BUILDING,"(41.929019375, -87.652993063)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.725437043, -87.556669285)"
2015,THEFT,$500 AND UNDER,"(41.898929292, -87.638392144)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.947122273, -87.660792096)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.830750796, -87.626643572)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(41.908482235, -87.759657206)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.926679161, -87.7623936)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.93081288, -87.801440434)"
2015,NARCOTICS,MANU/DELIVER:CRACK,"(41.764273194, -87.582075637)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.684128577, -87.653067712)"
2015,THEFT,ATTEMPT THEFT,"(42.000249399, -87.69727671)"
2015,THEFT,$500 AND UNDER,"(41.953200167, -87.765329611)"
2015,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,"(41.866438916, -87.70234588)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.774004626, -87.664704338)"
2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"(41.923952971, -87.767701998)"
2015,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,"(41.983691836, -87.656173946)"
2015,ASSAULT,SIMPLE,"(41.773766875, -87.649489168)"
2015,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),"(41.851761023, -87.705558672)"
2015,NON-CRIMINAL,LOST PASSPORT,"(41.976290414, -87.905227221)"
2015,ASSAULT,SIMPLE,"(41.879538326, -87.625335149)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.751295353, -87.664672535)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.947261366, -87.728725771)"
2015,THEFT,$500 AND UNDER,"(41.8112251, -87.706508521)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.866491504, -87.697451501)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.893473257, -87.756772441)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.856127492, -87.712692233)"
2015,THEFT,$500 AND UNDER,"(41.911670916, -87.729135238)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.774321966, -87.598495902)"
2015,BATTERY,SIMPLE,"(41.942737473, -87.74697052)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.727070351, -87.599748972)"
2015,ROBBERY,ATTEMPT: AGGRAVATED,"(41.932103827, -87.802877691)"
2015,CRIMINAL TRESPASS,TO STATE SUP LAND,"(41.769185486, -87.625732415)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.740561303, -87.637684017)"
2015,ASSAULT,SIMPLE,"(41.894828122, -87.76709224)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.887285778, -87.75693091)"
2015,THEFT,RETAIL THEFT,"(41.813803157, -87.704715262)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.950909816, -87.687165441)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.867511097, -87.687389181)"
2015,THEFT,OVER $500,"(41.82632535, -87.671505581)"
2015,THEFT,OVER $500,"(41.906697405, -87.671704723)"
2015,THEFT,OVER $500,"(41.76527641, -87.614049337)"
2015,THEFT,OVER $500,"(41.940594418, -87.649286363)"
2015,NARCOTICS,POSS: BARBITUATES,"(41.762080389, -87.67224682)"
2015,BATTERY,SIMPLE,"(41.870311144, -87.654247459)"
2015,THEFT,RETAIL THEFT,"(41.929743818, -87.684273777)"
2015,BATTERY,SIMPLE,"(41.800731604, -87.664763978)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.872640754, -87.716457521)"
2015,BATTERY,SIMPLE,"(41.881771223, -87.647798952)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.722272689, -87.657837818)"
2015,THEFT,RETAIL THEFT,"(41.883500187, -87.627876698)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,"(41.886039903, -87.624521539)"
2015,THEFT,OVER $500,"(41.900580739, -87.62928659)"
2015,ASSAULT,SIMPLE,"(41.866389063, -87.707276938)"
2015,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,"(41.976851852, -87.654999693)"
2015,ROBBERY,ARMED: HANDGUN,"(41.892215868, -87.751770389)"
2015,THEFT,$500 AND UNDER,"(42.013866692, -87.668810442)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.780709696, -87.669093046)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.6889089, -87.626638453)"
2015,THEFT,$500 AND UNDER,"(41.986989467, -87.840745861)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.865802306, -87.706867809)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.773823896, -87.73970941)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.780780547, -87.775268238)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.856150768, -87.702858141)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.817345176, -87.611658416)"
2015,BATTERY,SIMPLE,"(41.703708237, -87.559618763)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.895853035, -87.635681772)"
2015,THEFT,$500 AND UNDER,"(41.788236345, -87.626623005)"
2015,THEFT,OVER $500,"(41.920782188, -87.678650876)"
2015,THEFT,OVER $500,"(41.99414127, -87.75767465)"
2015,THEFT,$500 AND UNDER,"(41.676014671, -87.639935228)"
2015,THEFT,OVER $500,"(41.948406827, -87.784682279)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.91720918, -87.682508583)"
2015,BATTERY,SIMPLE,"(41.99656843, -87.787141932)"
2015,BATTERY,SIMPLE,"(41.869934194, -87.715811657)"
2015,NARCOTICS,POSS: SYNTHETIC DRUGS,"(41.752568444, -87.702476528)"
2015,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,"(41.692432806, -87.674238284)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(42.007889913, -87.666926231)"
2015,THEFT,RETAIL THEFT,"(41.881895543, -87.638349075)"
2015,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),"(41.88189124, -87.738757943)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.879490143, -87.746249174)"
2015,THEFT,POCKET-PICKING,"(41.794443217, -87.637296033)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.747846904, -87.710786307)"
2015,BATTERY,SIMPLE,"(41.88246515, -87.725719874)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.700753552, -87.620880496)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.742333381, -87.670518363)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,"(41.791679056, -87.646302844)"
2015,ASSAULT,SIMPLE,"(41.72991452, -87.660457782)"
2015,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,"(41.918570075, -87.690258545)"
2015,THEFT,OVER $500,"(41.910457302, -87.678940081)"
2015,ASSAULT,SIMPLE,"(41.689014356, -87.698297997)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.872967379, -87.629152783)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,"(41.777838294, -87.615566126)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.911758065, -87.780190762)"
2015,BATTERY,SIMPLE,"(41.885413798, -87.705056728)"
2015,BATTERY,SIMPLE,"(41.799266223, -87.616093556)"
2015,THEFT,FROM BUILDING,"(41.872967379, -87.629152783)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.852276837, -87.668951401)"
2015,BATTERY,SIMPLE,"(41.856547057, -87.695604526)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.857285062, -87.663745785)"
2015,THEFT,RETAIL THEFT,"(41.899410159, -87.624131266)"
2015,GAMBLING,GAME/DICE,"(41.878403263, -87.760344914)"
2015,ASSAULT,SIMPLE,"(41.924593796, -87.71782403)"
2015,ASSAULT,SIMPLE,"(41.834002363, -87.640089368)"
2015,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.716489202, -87.564626301)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.88096768, -87.737940272)"
2015,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,"(41.81039427, -87.668082186)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.689408432, -87.651174156)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.883049741, -87.682653387)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.918060187, -87.70522896)"
2015,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"(41.783757424, -87.683764609)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.780649662, -87.77037837)"
2015,THEFT,$500 AND UNDER,"(41.910686766, -87.732469352)"
2015,THEFT,$500 AND UNDER,"(42.01401403, -87.681585123)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.962612921, -87.741979027)"
2015,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"(41.809305232, -87.606558389)"
2015,THEFT,OVER $500,"(41.891978621, -87.647601669)"
2015,THEFT,FROM BUILDING,"(41.931626396, -87.739549467)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.785615462, -87.693572597)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.95663299, -87.70926212)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.965949457, -87.663936523)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.966482452, -87.737769788)"
2015,THEFT,$500 AND UNDER,"(41.873100559, -87.647072827)"
2015,ASSAULT,AGGRAVATED: HANDGUN,"(42.021890704, -87.670714226)"
2015,ASSAULT,SIMPLE,"(41.68139614, -87.708828073)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.867476308, -87.69837427)"
2015,BATTERY,SIMPLE,"(41.873086227, -87.63063484)"
2015,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,"(41.870860263, -87.683705929)"
2015,THEFT,OVER $500,"(41.909545999, -87.752362567)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.691609719, -87.612124612)"
2015,THEFT,RETAIL THEFT,"(41.899410159, -87.624131266)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.75888559, -87.575306614)"
2015,ASSAULT,SIMPLE,"(41.903866557, -87.702142801)"
2015,THEFT,$500 AND UNDER,"(41.911235406, -87.680647834)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.807271101, -87.726016449)"
2015,THEFT,$500 AND UNDER,"(41.931994735, -87.766271177)"
2015,THEFT,$500 AND UNDER,"(41.871371147, -87.627514417)"
2015,THEFT,$500 AND UNDER,"(41.903166488, -87.678566378)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.964960396, -87.742740513)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.990334464, -87.733438696)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.824538512, -87.671450605)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.901724671, -87.729963682)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.967450892, -87.704777114)"
2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,"(41.931526191, -87.747286365)"
2015,THEFT,$500 AND UNDER,"(41.744449336, -87.552581647)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.941751052, -87.732923942)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.916486053, -87.703918017)"
2015,THEFT,POCKET-PICKING,"(41.954095185, -87.712915425)"
2015,BATTERY,PRO EMP HANDS NO/MIN INJURY,"(41.93991842, -87.653288878)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.779667394, -87.650460394)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,"(41.883659738, -87.632421239)"
2015,THEFT,OVER $500,"(41.874174223, -87.668173907)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.958968316, -87.778194367)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(42.014443488, -87.68619154)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.745805173, -87.60440209)"
2015,THEFT,OVER $500,"(41.921021728, -87.637715217)"
2015,THEFT,OVER $500,"(41.88154768, -87.641184088)"
2015,THEFT,$500 AND UNDER,"(41.89973315, -87.643364305)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(42.019809042, -87.669491958)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.795645052, -87.631855481)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.828158993, -87.659316223)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.876674449, -87.753794998)"
2015,THEFT,FROM BUILDING,"(41.884494058, -87.62705785)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.742431327, -87.582077464)"
2015,THEFT,$500 AND UNDER,"(41.993108732, -87.656905495)"
2015,ROBBERY,ARMED: HANDGUN,"(41.680959703, -87.644454411)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.895764265, -87.672162842)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.872636468, -87.716681534)"
2015,BATTERY,SIMPLE,"(41.936883973, -87.776162348)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.772554807, -87.639570992)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.844200384, -87.728537311)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.666563779, -87.631896969)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.90453686, -87.634503562)"
2015,THEFT,$500 AND UNDER,"(41.899547169, -87.728669172)"
2015,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,"(41.739659173, -87.646934552)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.897895128, -87.624096605)"
2015,THEFT,OVER $500,"(41.911231004, -87.68083892)"
2015,THEFT,POCKET-PICKING,"(41.878167778, -87.629161789)"
2015,THEFT,RETAIL THEFT,"(41.754592961, -87.741528537)"
2015,ASSAULT,SIMPLE,"(41.852731587, -87.701390474)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.738784916, -87.652205404)"
2015,THEFT,OVER $500,"(41.781325219, -87.608403339)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.822128309, -87.684793088)"
2015,KIDNAPPING,CHILD ABDUCTION/STRANGER,"(41.783074327, -87.667033707)"
2015,THEFT,$500 AND UNDER,"(41.953852531, -87.713208208)"
2015,THEFT,RETAIL THEFT,"(41.909415629, -87.762481332)"
2015,ROBBERY,AGGRAVATED,"(41.910323447, -87.734890138)"
2015,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,"(41.960454294, -87.729009184)"
2015,THEFT,RETAIL THEFT,"(41.728226861, -87.552855036)"
2015,THEFT,RETAIL THEFT,"(41.780217525, -87.616874156)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.765646488, -87.69183194)"
2015,CRIMINAL TRESPASS,TO RESIDENCE,"(41.860039648, -87.707926227)"
2015,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"(41.970986785, -87.70854469)"
2015,THEFT,$500 AND UNDER,"(41.991017199, -87.711162866)"
